date,ip,id,ville,departement,region,latitude,longitude
2025-04-16 22:27:06,2a01:cb00:142b:6900:41e3:fa5c:ca0d:7e60,7156,Montigny-Mornay-Villeneuve-sur-Vingeanne,21,27,47.564365170732,5.4441041463415
2025-04-16 22:27:49,2a01:cb00:142b:6900:41e3:fa5c:ca0d:7e60,7156,Montigny-Mornay-Villeneuve-sur-Vingeanne,21,27,47.564365170732,5.4441041463415
2025-04-16 22:28:14,2a01:cb00:142b:6900:41e3:fa5c:ca0d:7e60,7156,Montigny-Mornay-Villeneuve-sur-Vingeanne,21,27,47.564365170732,5.4441041463415
2025-04-16 22:28:18,2a01:cb00:142b:6900:41e3:fa5c:ca0d:7e60,7156,Montigny-Mornay-Villeneuve-sur-Vingeanne,21,27,47.564365170732,5.4441041463415
2025-04-16 22:28:24,2a01:cb00:142b:6900:41e3:fa5c:ca0d:7e60,7156,Montigny-Mornay-Villeneuve-sur-Vingeanne,21,27,47.564365170732,5.4441041463415
2025-04-16 22:31:25,2a01:cb00:142b:6900:41e3:fa5c:ca0d:7e60,7156,Montigny-Mornay-Villeneuve-sur-Vingeanne,21,27,47.564365170732,5.4441041463415
2025-04-17 16:02:53,81.65.90.50,33164,Avignon,84,93,43.9470042,4.8209596
2025-04-17 16:03:32,81.65.90.50,33164,Avignon,84,93,43.9470042,4.8209596
2025-04-17 16:09:31,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,14203,Montrésor,37,24,47.152967804878,1.2001063414634
2025-04-17 16:10:46,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:14:18,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:07,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:22,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:32,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:34,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:35,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:36,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:38,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:39,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:43,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:18:43,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:19:18,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:19:18,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:19:20,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:19:21,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:19:22,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:19:22,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:19:35,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 16:59:23,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:46:16,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:46:20,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:46:24,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:46:26,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:46:27,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:46:28,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:46:29,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:46:42,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:49:41,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 17:52:25,2a02:842a:1e6:4f01:5af4:3d40:ab7:5861,33583,Antran,86,75,46.877149253731,0.52326992537313
2025-04-17 17:52:29,66.249.93.41,35459,Cergy,95,11,49.0331671,2.0547222
2025-04-17 17:52:30,66.102.8.71,35459,Cergy,95,11,49.0331671,2.0547222
2025-04-17 17:52:31,66.102.8.72,35459,Cergy,95,11,49.0331671,2.0547222
2025-04-17 17:52:58,2a02:842a:1e6:4f01:5af4:3d40:ab7:5861,35428,Argenteuil,95,11,48.954656464646,2.2433797979798
2025-04-17 17:53:02,66.249.93.40,35428,Argenteuil,95,11,48.954656464646,2.2433797979798
2025-04-17 17:53:02,66.249.93.39,35428,Argenteuil,95,11,48.954656464646,2.2433797979798
2025-04-17 17:53:02,66.102.8.72,35428,Argenteuil,95,11,48.954656464646,2.2433797979798
2025-04-17 17:53:06,2a02:842a:1e6:4f01:5af4:3d40:ab7:5861,35428,Argenteuil,95,11,48.954656464646,2.2433797979798
2025-04-17 17:53:10,66.249.93.39,35428,Argenteuil,95,11,48.954656464646,2.2433797979798
2025-04-17 17:53:10,66.102.8.73,35428,Argenteuil,95,11,48.954656464646,2.2433797979798
2025-04-17 17:53:10,66.102.8.72,35428,Argenteuil,95,11,48.954656464646,2.2433797979798
2025-04-17 17:53:48,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 18:02:34,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 18:02:39,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 18:02:40,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-17 18:06:25,2a01:cb00:142b:6900:da6:d6a3:8f4d:4d83,35439,Beaumont-sur-Oise,95,11,49.139732051282,2.298415
2025-04-18 00:54:45,154.28.229.126,35459,Cergy,95,11,49.0331671,2.0547222
